 NF , LCD , NucleusArea , CellArea , percentProtrusion , protrusion_extent ,NucIntegratedH,logNucbyRing488 (Yap)
0.712264,40.2901,429,2120,2.12264,0.100478,66647.295,-0.0619595
0.759358,20.674,396,2655,6.629,0.394286,96871.896,0.16871
0.655738,33.8983,391,2349,5.06599,0.186747,99286.63,0.127423
0.785185,42.4448,226,1605,0,0,154369.3,-0.0341708
1,34.9162,379,1815,9.03581,0.212766,93227.557,0.031466
0.982659,41.3394,426,2283,0,0.0233918,104813.892,0.147904
0.175439,15.2486,340,3105,7.18196,0.0788382,101574.32,0.391415
0.541401,30.4044,320,2134,30.881,0.446154,107007.36,0.0373723
0.41,20.0884,415,2890,2.14533,0.221106,72157.71,0.223878
0.977654,49.0677,406,2092,0,0,91088.13,0.129229
1,80.5802,429,1225,0,0,99121.308,-0.187884
0.47619,13.1234,390,3243,22.4792,0.546448,124665.84,0.116401
1,67.2043,429,1684,0,0,100979.307,-0.160178
0.390476,23.1321,373,2769,15.1679,0.482759,59388.314,0.129439
0.713415,34.6021,414,2035,9.04177,0.205298,110124.828,0.0702611
0.987654,43.9754,424,1880,2.55319,0.135484,105608.224,0.0511088
1,41.5973,337,1850,6.05405,0.128655,71207.763,-0.0628698
0.92963,88.1057,325,2432,11.2253,0.0484581,61682.075,-0.0767539
0.270916,11.919,409,3832,18.2411,0.57277,102034.866,0.204264
1,52.6593,393,1194,0,0.00763359,59761.545,0.00481326
0.349754,18.4775,331,2220,5.63063,0.202381,79527.053,0.117657
0.971154,49.776,415,2265,4.67991,0.100529,63362.615,0.0368568
0.563636,31.4762,313,1438,6.6064,0.153285,97332.671,0.237414
0.830601,54.2005,270,2162,3.284,0.101351,80625.51,0.0877958
0.968966,33.5008,595,3696,1.32576,0.063197,133735.77,0.0831172
0.959821,36.075,488,2809,9.89676,0.0828402,188393.376,0.0681821
1,59.2768,434,1603,0,0,71974.126,-0.0645235
0.855556,34.8918,426,2471,4.24929,0.127907,91109.898,0.137932
0.5,9.39496,438,2828,9.22914,0.373563,122983.83,0.275371
0.740413,69.8812,413,4382,20.4701,0.260135,93376.409,-0.0776999
0.411215,15.2184,396,3712,14.5205,0.569231,79032.096,0.0920998
1,46.9484,559,2689,0,0,197433.769,-0.126263
0.538462,27.2109,500,2508,9.84848,0.310976,207292,-0.0384219
0.510549,16.8634,412,3665,17.9536,0.41791,128127.468,0.315417
0.861702,33.1016,434,2317,7.16444,0.138728,92725.402,0.144792
0.829457,34.118,480,3275,12.2137,0.247423,140820.96,0.0438107
1,44.4247,496,1491,0,0,98556.192,0.077565
0.5,18.0865,436,2772,15.368,0.477419,123893.76,0.147982
1,79.0514,416,1231,0,0,110829.472,-0.112264
0.949309,35.8295,663,3446,0,0.0372093,152810.229,0.0583604
1,62.1118,436,687,0,0,72675.968,0.0681771
1,47.1032,545,2437,0,0.0550459,208807.485,0.0225719
0.824363,25.6148,486,6394,12.0113,0.429054,157376.034,-0.0162234
0.827751,33.1675,601,3438,6.60268,0.323077,123617.887,0.147765
0.936275,44.964,448,2381,3.06594,0.0695187,122217.984,-0.0225363
0.783898,21.0084,518,2258,2.96723,0.320197,123899.902,0.358943
0.859155,44.0917,578,1635,3.73089,0.242647,119167.994,-0.0504385
0.975904,39.9521,400,2043,0,0.0304878,108165.6,0.175434
0.689441,29.6121,357,1953,3.48182,0.147651,102228.735,0.0669262
0.88601,38.4468,515,2470,0,0.192513,92644.38,0.276309
0.958525,35.3607,462,2701,0,0.0462963,97631.226,0.284136
0.616,22.9621,488,3710,7.87062,0.268085,126124.088,0.12922
1,58.7544,447,1765,0,0.0394737,108786.837,0.0221318
0.670213,18.1258,419,2528,2.80854,0.361111,96248.909,0.308224
0.263682,18.2083,302,2246,10.0178,0.198758,94323.962,0.197056
0.03125,6.97204,382,3949,25.019,0.40367,89227.56,0.260539
0.612565,13.0702,392,2647,4.91122,0.180791,91371.672,0.428644
0.381743,16.1186,457,3384,19.5035,0.410628,93063.023,0.286403
0.931217,30.525,454,2822,2.51595,0.167568,138113.156,0.221446
0.508621,19.305,429,3546,13.0852,0.364583,175869.837,0.204168
0.743719,31.027,399,2404,9.15141,0.157895,100576.728,0.237341
0.959459,37.6223,468,3525,6.09929,0.301802,149190.444,0.292609
0.714286,24.2014,506,3495,7.58226,0.31068,108517.772,0.171811
1,55.991,415,1845,0,0,87276.16,0.116012
0.904306,37.3692,472,2913,6.62547,0.157068,111812.552,0.233704
0.857143,43.1593,399,2489,5.50422,0.0874317,92378.475,0.12032
0.92623,28.9519,522,3382,0,0.012605,188489.502,0.0784697
0.762557,31.5259,464,3200,8.4375,0.388889,99986.896,0.254452
0.715736,28.8934,373,2956,8.69418,0.389744,115600.906,0.328956
0.398058,20.8812,431,3158,20.6776,0.329412,154665.212,0.159044
0.686364,27.1739,382,3655,21.6142,0.427861,112447.43,0.0900923
0.166113,10.8131,467,3291,19.2039,0.604396,149972.38,0.287914
0.955556,42.3908,451,2048,0,0,107372.276,0.174421
0.731061,20.4374,515,5105,8.26641,0.35443,188493.605,0.264671
0.87069,28.9519,530,3398,1.20659,0.0755556,101600.47,0.32113
0.565371,17.2771,522,5181,8.85929,0.627306,127431.162,0.298446
1,35.137,540,2216,0,0,157162.68,0.0565666
0.952128,41.2031,586,2563,0,0,171993.93,-0.0407679
1,61.7284,538,2072,0,0,122303.002,-0.0498217
1,56.0538,497,1533,0,0,176469.79,0.0601858
0.992537,29.7089,443,3484,4.16188,0.0869565,192520.269,0.159082
0.964467,26.2674,514,3062,1.43697,0.139785,197114.888,0.138802
1,59.952,401,1647,0,0,107376.973,0.164573
0.603306,18.3621,524,3600,14.9167,0.417476,161308.684,0.208405
1,69.735,440,2028,0,0,160338.64,-0.0386079
0.431579,27.972,464,3084,15.3048,0.291209,162923.392,-0.0561243
0.237288,11.2334,499,3876,24.4066,0.559783,158834.195,0.0399923
0.363971,10.826,520,4088,28.4247,0.63587,151899.8,-0.0428961
0.75,25.1572,436,3465,1.47186,0.238095,146945.08,0.387616
0.941463,42.5713,572,2187,5.66987,0.113402,127596.04,0.103393
0.464567,16.5235,608,4655,10.956,0.254237,192600.416,0.12699
0.813472,34.5662,476,2654,1.95931,0.0465116,188276.088,0.0819175
0.405858,17.4277,507,3412,13.3646,0.549451,179980.944,0.261023
0.0836653,9.97407,421,3500,31.4,0.735632,116305.46,0.144085
0.957895,36.7107,496,2998,0,0,205310.768,0.194564
0.14433,11.3856,290,967,0,0.0631579,64081.01,0.329915
0,22.0604,280,465,0,0,232753.64,0.00134945
0.330233,23.9866,415,3018,2.38569,0.164251,100869.9,0.272369
0.272727,21.692,279,2284,14.7986,0.341772,198844.974,0.141636
0.691244,25.4323,614,2619,5.07827,0.0730337,209316.898,0.198101
0.435644,22.0313,431,2668,9.07046,0.30303,106333.734,0.311802
0.117371,11.6822,535,3242,14.8057,0.622093,202158.31,0.075952
0.0141643,10.5441,526,4211,18.2379,0.515748,194221.292,0.251308
0.114625,13.3032,376,3844,8.94901,0.310924,136274.808,0.360357
0.108911,19.2049,310,2260,22.8319,0.492958,77426.53,0.223531
0.333333,20.7814,330,2175,13.6552,0.278571,87143.76,0.257131
0.0688073,13.9005,403,2822,29.1283,0.52381,160291.638,0.161417
0.344262,19.6541,570,3580,6.06145,0.286458,161114.49,0.0945215
0.483412,29.0782,432,3019,20.8347,0.369048,201266.208,0.217627
0.183206,14.828,427,3640,16.0165,0.38835,70829.906,0.291347
0.103139,11.7398,442,2871,10.4145,0.411765,116780.378,0.191179
0.25,19.4742,467,4102,25.1828,0.386792,169718.541,0.228327
0.4,22.1239,377,2575,16.7767,0.474684,104480.272,0.188195
0.356,16.4718,466,4546,16.63,0.55157,194147.25,0.232319
0.300885,18.4468,568,3701,12.375,0.590164,218076.216,-0.023764
0.463415,20.1288,410,2508,11.8022,0.291429,101787.01,0.0519664
0.505929,16.3479,577,4078,21.6037,0.384236,230086.251,0.176085
0.487047,22.2866,428,2721,17.3833,0.331361,102454.64,0.202502
0.0816327,7.31689,411,4013,23.374,0.385366,193232.472,0.262213
0.441065,25.8198,400,3311,10.6312,0.2827,92682.4,0.330699
0.392344,18.6846,415,2325,5.24731,0.270115,86870.705,0.305906
0.673684,12.809,413,2604,10.2151,0.25,129731.56,0.120099
0.487097,19.6194,500,5369,4.52598,0.266254,189397,0.259508
0.122605,7.06265,486,3715,21.6689,0.502646,176189.094,0.0422082
0.674797,19.4326,526,3284,12.0585,0.258537,204464.616,0.048253
0.180995,13.2013,451,3580,14.8883,0.404762,71897.067,0.169912
0.732794,26.6667,632,3507,6.55831,0.357143,154168.816,0.103438
1,61.5764,301,1232,3.57143,0.103175,90884.542,-0.0860165
0.952128,23.218,331,2473,8.24909,0.294118,72843.501,0.113564
0.795349,28.9519,422,2700,4.18519,0.180488,135388.994,0.16107
0.457944,33.7041,297,2117,6.32971,0.405714,56971.134,0.204171
0.473684,39.0016,400,1905,3.2021,0.113924,149466,0.148161
0.215054,21.3812,289,2204,17.0145,0.435374,89476.134,0.191959
0.899194,29.7265,356,3797,3.89781,0.210762,57823.656,0.138796
0.275701,26.5604,333,2341,5.46775,0.202247,76679.577,0.274342
0.295337,17.762,349,2319,7.6326,0.297753,88762.915,0.155721
0.364486,20.9074,409,2933,8.62598,0.409574,93858.138,0.211709
0.457447,16.8691,476,3740,11.6578,0.245283,143033.24,0.209318
0.676768,29.9312,438,2524,6.93344,0.27027,126597.33,0.00468032
0.465686,30.1114,298,2147,10.8058,0.198758,91229.124,0.252972
0.589641,23.0681,456,3343,12.7131,0.387097,75092.256,0.127712
0.313253,29.3772,283,1673,9.44411,0.264286,70358.894,0.21746
0.958333,37.5516,363,2607,0,0.153439,65615.517,-0.00939278
0.972509,33.4001,528,3833,6.0527,0.0807175,79870.032,0.150729
0.857143,48.852,371,1957,12.928,0.198758,78508.794,0.138145
0.598214,50.5306,335,919,0,0.045045,86143.24,0.140123
0.796512,45.6621,377,2094,13.8968,0.212329,116038.715,-0.00638006
0.675,34.5543,337,1831,4.42381,0.111888,81674.309,0.226919
1,48.7092,400,1647,4.00729,0.165468,75292.4,0.109616
0.966667,46.5333,441,1538,0,0.0333333,107803.332,0.116126
0.907216,46.2107,379,2578,12.3351,0.298246,118612.219,-0.00149621
0.48996,18.0115,294,2730,17.1062,0.2891,72612.414,0.0341847
0.965318,40.0641,433,2226,2.33603,0.290909,76621.948,0.0664633
0.935714,61.0874,407,1140,0,0,92364.173,0.0190844
1,70.028,482,604,0,0,190496.522,-0.0146293
1,100.908,374,975,0,0,98333.95,0.149513
0.707763,36.2056,388,2317,19.8964,0.107595,99678.364,-0.0757039
1,45.7038,596,920,0,0.208696,115860.612,0.237178
0.976378,58.8235,515,3085,5.08914,0.0758929,70887.69,-0.144573
1,52.9101,423,855,0,0.319672,112257.432,0.13865
1,65.6168,403,1710,0,0,93486.731,0.0845507
0.694737,22.5734,397,2063,0,0.178571,72144.825,0.0738052
1,83.612,424,888,0,0,169128.512,-0.102014
1,80.0641,382,1268,0,0,98901.71,0.0236018
0.843537,56.4334,407,1653,8.16697,0.216418,65861.961,-0.0264727
1,67.7048,383,1414,0,0,93325.227,-0.00555817
0.913793,51.9211,377,1884,2.2293,0.128049,75906.311,-0.0207002
0.566038,36.6032,356,2562,10.6557,0.333333,89938.772,0.140396
0.606383,29.9043,389,2419,15.6263,0.288235,72607.239,-0.0705457
0.801471,24.9813,456,1223,0,0,73987.368,-0.0796187
0.907143,53.2198,387,1364,0,0,95495.346,-0.0731244
0.247788,23.1321,347,2842,4.60943,0.155963,75015.154,0.247023
0.551351,26.455,403,2347,11.4188,0.309091,90077.754,0.171479
0.307339,23.2072,337,2895,0,0.0289855,82920.535,0.272476
0.843478,61.9195,318,960,0,0.0869565,95200.932,0.227768
0.488636,15.8579,402,2344,4.99147,0.42515,62683.86,0.111697
0.564103,45.1671,263,1772,16.535,0.358779,81297.245,0.205977
0.318008,9.42507,471,3694,14.2122,0.458564,108938.532,0.218853
0.886076,48.8759,397,1579,0,0,71066.573,0.0963002
0.871134,29.5334,501,1705,0,0.09375,116321.178,0.187575
0.952381,44.2674,487,2263,3.18162,0.112994,176711.846,0.025737
1,57.3394,464,2455,0,0,159985.808,-0.112464
1,64.0205,510,2737,11.8012,0.122449,134645.61,-0.0885687
0.796791,30.4878,496,1992,2.15863,0.0935673,126256.304,0.24192
1,41.9992,482,2182,8.15765,0.1875,131117.014,-0.0224182
0.983562,42.337,562,4808,4.6381,0.199377,198290.46,0.00748081
1,46.9043,480,2586,0,0.0366492,197745.6,-0.10128
0.745946,28.3206,527,2663,10.89,0.307263,135781.023,-0.134854
0.717647,35.5999,555,2144,0,0,192110.475,-0.0734886
0.928058,48.5909,526,1634,0,0,108109.306,0.0891796
0.760504,33.8639,637,3704,0,0.0818966,170425.528,0.209151
0.65285,23.3536,452,2653,12.4387,0.290909,104147.58,0.169755
0.252137,5.47705,379,4281,7.2413,0.411765,84360.473,0.362722
0.497238,10.513,303,2485,20.5634,0.38125,77354.991,0.204191
0.653333,19.6889,475,3998,17.0085,0.246154,134425.95,0.368162
0.713568,23.1803,499,2945,5.39898,0.162304,81982.207,0.191857
1,40.7498,635,1678,0,0,151387.175,0.207943
0.780303,24.558,403,1211,0,0,81013.075,0.0991311
0.449612,19.0658,404,3023,20.4763,0.330189,111159.388,0.341998
0.230769,9.2285,373,2120,11.5094,0.219101,98850.595,0.323734
0.382979,18.3554,415,3180,27.1384,0.438503,110758.105,0.25733
0.21875,19.0078,325,1914,10.2403,0.317881,94364.075,0.32303
0.285068,19.0658,316,2455,18.2485,0.268293,106529.92,0.237502
0.245059,14.0667,414,3655,25.4172,0.583333,162628.308,0.158268
0.455056,20.5002,372,2214,14.9051,0.459119,98063.664,0.332753
0.25,13.031,335,2259,7.17131,0.406061,90518.005,0.372323
0.0894309,9.51565,403,3466,24.12,0.469613,103015.666,0.33156
0.297945,16.1734,444,4560,25.5482,0.693069,217197.252,0.194692
0.194366,7.11187,447,2718,11.6262,0.146465,89740.167,0.373379
0,5.22411,341,2829,26.1577,0.454023,99746.592,0.325928
0.288889,15.7654,621,5368,18.4613,0.408304,171675.45,0.301298
0.296167,21.6779,416,3885,18.1982,0.366071,118665.248,0.409414
0.297491,13.7382,419,3105,17.3269,0.389222,203972.971,0.305443
0.353623,18.4434,543,5944,27.1703,0.509804,125797.896,0.476638
0.018018,8.33056,389,3099,20.0387,0.446809,115594.851,0.404185
0.026764,4.85649,388,4380,27.0091,0.625,82023.2,0.350398
0.276316,16.6085,529,3392,9.52241,0.419355,98774.88,0.367161
0.818182,32.8407,429,3107,0,0.0562771,108594.915,0.331561
0.614754,24.6124,367,2771,2.4179,0.204167,92032.59,0.15956
0.691667,31.7864,408,2641,3.06702,0.108597,79742.376,0.0488609
0.888235,28.9603,447,2142,4.01494,0.23494,90892.086,0.37047
0.812261,29.7089,464,3102,11.4442,0.193237,121828.768,0.290956
0.590551,18.1719,416,3382,14.932,0.305699,124795.424,0.177804
0.591743,32.1543,388,3250,7.66154,0.378109,99955.396,0.37807
0.29304,6.40451,331,3759,24.5012,0.528037,79044.455,0.321455
1,46.62,458,1431,0,0.0402685,87120.302,0.19326
0.97166,38.835,389,2970,0,0.0177778,132750.14,0.0958926
0.642202,32.2269,406,3050,3.86885,0.167539,173448.884,0.226988
0.870192,26.5252,435,2842,6.12245,0.316667,182750.46,0.129011
0.690722,74.0741,328,1572,5.47074,0.143713,88676.112,0.210347
0.155224,6.21543,500,4029,28.7168,0.574766,143503,0.243316
0.0821918,23.7417,289,688,10.1744,0.115702,183012.718,0.448281
0.552632,27.6932,432,2687,13.3234,0.118919,103259.232,0.26685
0.717949,25.9,515,5336,7.45877,0.26749,83633.94,0.347927
0.101942,21.9106,236,2202,25.0681,0.428571,83844.9,0.222073
0.24537,21.2179,272,1982,7.87084,0.359155,74546.768,0.249688
0.634831,23.8949,469,2227,5.79255,0.340909,97418.335,0.167739
0.632124,28.0269,275,2075,6.40964,0.351515,86735.825,0.076578
0.311005,22.1484,307,2090,8.4689,0.264516,83402.69,0.0506747
0.778378,36.6032,374,2356,3.94737,0.152941,99442.86,0.0363194
0.492492,22.0702,439,4248,14.7128,0.314554,72485.046,0.0880868
0.544554,32.3625,321,2039,5.78715,0.083871,80887.506,0.121164
0.541872,19.6734,360,1983,2.16843,0.203209,69425.28,0.170443
0.651064,24.7893,354,3361,21.4222,0.340782,63499.104,0.220479
0.823899,54.4366,277,1708,21.6042,0.333333,50653.051,0.0983877
0.410714,19.8965,348,2648,17.9381,0.28022,77625.228,0.17888
0.451429,28.2406,290,1590,5.28302,0.188312,94379.05,0.209935
0.417778,21.3129,289,2300,16.6522,0.433155,84329.333,0.234084
0.413793,15.569,340,3317,28.2786,0.357143,74018.68,0.200607
0.831395,59.0319,224,1619,18.53,0.232394,44058.336,-0.161126
0.958333,43.4972,393,1460,12.1918,0.111111,73670.601,0.165408
1,80.9717,403,914,0,0,71744.881,-0.0879931
0.911894,28.1611,506,3586,2.95594,0.18593,189863.85,0.108434
0.652361,22.3964,533,4246,19.3358,0.613861,199460.859,0.275892
0.708696,36.4166,440,2915,18.3533,0.184358,152980.08,0.108409
1,33.9328,527,2622,0,0.0358974,153795.991,-0.118125
1,33.6587,529,2511,0,0.0102564,160577.95,-0.0712366
0.703252,31.027,508,3319,6.47785,0.193833,132127.752,0.144548
0.630058,26.3852,336,1915,13.1593,0.410959,154882.896,0.19412
1,48.1232,455,1969,0,0,104940.745,0.168196
0.582353,30.6185,407,2211,9.90502,0.279221,107572.135,0.182256
0.886256,42.9,402,2312,10.5536,0.172414,112946.724,0.208022
0.841808,37.8501,448,2227,0,0.0402299,194581.632,0.193712
0.854369,32.144,528,2624,6.05945,0.11413,95696.832,-0.0317509
0.583333,22.119,451,2561,17.7275,0.338624,81341.909,0.0867366
0.837398,48.6145,513,2775,13.4054,0.0721649,199386.171,-0.0878891
0.834951,33.2889,515,2619,5.00191,0.15736,205344.92,0.130093
0.868996,42.4989,485,3144,4.07125,0.147465,166850.67,0.0730088
0.761111,42.2833,466,2419,7.9785,0.188679,194484.168,0.0283343
0.595556,25.6739,470,3529,13.9983,0.402985,183205.53,0.111761
1,59.8444,538,2056,0,0.0197044,131103.068,-0.027489
0.08,4.90966,374,3461,27.1887,0.619048,112832.808,0.328814
0.393162,9.38879,403,3467,22.9305,0.465241,149630.676,0.302931
0.157509,6.91898,326,3137,19.2859,0.476636,95952.558,0.469284
0.0273973,9.19371,364,3017,13.1588,0.430622,73538.192,0.305401
0.0705394,8.95817,317,2576,20.1475,0.298429,102770.449,0.165443
0.0820513,8.03019,491,4344,9.06998,0.361446,102413.762,0.199127
0.079602,8.17661,297,2160,0,0,109353.618,0.143731
0.056,10.7747,356,2850,24.4211,0.409574,106620.932,0.0953212
0,10.1,341,2994,19.4723,0.518325,92326.091,0.263253
0.239316,15.2648,340,3385,16.8685,0.341837,76451.72,0.337599
0.338542,11.4286,200,1926,14.6937,0.503817,97728.2,0.00538395
0.607004,14.4383,569,4785,7.6698,0.253165,199146.017,0.330566
0.804781,30.5623,522,3684,17.9425,0.292079,178246.296,0.101571
1,30.9789,467,2361,2.24481,0.035533,179577.378,0.236908
0.273092,8.35841,360,4055,24.9322,0.544041,98551.08,0.310609
0.551495,23.7812,533,4610,13.3623,0.325103,175580.86,0.214807
0.758621,26.1438,460,3549,13.1023,0.346939,189453.3,0.159655
0.0338983,14.3596,451,3230,14.4582,0.538889,72166.314,0.201328
0.191837,12.5976,483,4042,11.9,0.502392,111877.773,0.200825
0.394089,14.4196,383,2993,16.0708,0.505682,115453.818,0.297739
0.244,7.18959,460,4160,16.6106,0.464789,160824.74,0.330289
0.343537,8.19001,454,4007,11.7544,0.377863,172809.652,0.336749
0.258065,10.1389,417,3224,8.37469,0.469072,104018.982,0.0562628
0,11.4025,332,2081,19.606,0.637037,94051.284,0.34917
0,4.41267,436,2623,13.1529,0.555556,168321.724,0.213835
0,3.51259,477,3418,24.8683,0.502793,182375.226,0.0545357
1,56.7215,402,1158,0,0,77827.2,-0.0759803
1,58.5138,411,1589,0,0,69080.469,0.088096
0.553191,32.3206,280,1405,0,0.0650407,49446.32,0.149067
1,49.2368,425,2404,0,0.0260417,79621.2,-0.0220585
0.728571,62.9723,306,476,0,0,82762.29,0.300111
1,44.0141,400,1145,0,0,73510.8,0.139106
0.812183,36.324,355,2327,14.5681,0.262069,119522.465,0.0695139
0.862857,55.6793,345,1831,9.01147,0.167702,58920.48,0.028561
0.792627,39.093,279,2446,4.70155,0.126374,62613.18,-0.0411654
1,36.5364,439,2237,0,0,73160.228,0.181295
1,103.95,162,899,0,0,55867.32,0.10674
0.916667,53.4474,500,1933,0,0.0136054,162824,0.0840074
0.934884,56.1167,403,2945,3.73514,0.123223,60087.3,0.129136
0.783654,46.5549,359,2497,17.1806,0.201258,83786.651,0.104747
1,40.3063,548,2685,0,0,151711.608,0.104876
0.896907,73.5835,291,2033,11.9528,0.198864,49048.05,0.116854
0.902041,28.8517,562,3526,8.73511,0.278607,70977.79,-0.0239689
0.748344,31.348,615,1681,0,0.00671141,74184.375,0.182846
0.912752,58.5823,382,1316,4.78723,0.125,58315.356,0.0868044
1,62.1118,418,844,0,0.00909091,65564.136,0.23006
1,67.2043,312,1291,0,0,82747.392,-0.0849388
0.955357,27.1739,489,3077,1.88495,0.278846,64338.219,0.13921
1,45.9559,448,1965,0,0,84815.808,0.181942
1,59.4884,403,1686,0,0,87080.643,0.0683532
0.277612,17.7588,497,3595,9.09597,0.0711297,88113.627,0.195619
1,63.857,346,1357,0,0,86080.302,-0.0157935
1,89.5255,193,789,0,0,82240.195,0.0443688
0.208955,25.3678,351,2518,11.5568,0.390533,90575.199,0.217509
0.939535,43.1779,500,2632,0,0,98862.5,0.19586
0.51087,42.2297,419,1659,8.37854,0.0728477,180539.139,-0.0483905
0.860656,56.7859,398,936,0,0,76319.286,0.184185
0.919598,60.2047,413,1838,5.93036,0.100559,70420.217,-0.0705187
0.816327,53.8503,363,1338,0,0.0373134,52854.978,0.164131
0.851351,42.8449,414,1641,0,0,67701.42,0.10448
0.796703,29.4898,437,2167,7.56807,0.258621,105415.762,0.121372
0.732218,49.4805,347,2227,0,0.0273973,103667.291,0.329815
0.366337,26.3089,401,2333,3.94342,0.209677,86844.971,0.279287
0.304527,34.3171,386,2121,3.63036,0.0520833,90537.072,0.177629
0.845411,50.2513,434,1836,0,0.268657,89783.316,0.146305
1,92.5069,330,2733,6.22027,0.115044,85719.81,-0.141071
1,49.1884,475,2091,0,0,76051.775,-0.0480163
0.714894,36.8732,431,2740,10.1095,0.206522,75205.19,0.0625503
0.623077,46.9704,190,1521,13.0835,0.396552,74516.48,0.136806
0.685897,49.3097,340,1708,16.5105,0.226277,69572.84,0.0261361
0.762791,44.287,385,2023,0,0.115385,87421.18,0.184966
0.415094,34.5781,189,1643,6.14729,0.229008,79804.494,0.120128
0.923077,37.9651,351,1135,5.28634,0.0813008,73256.859,-0.0595916
0.728324,48.7092,339,1871,7.74987,0.198582,89096.319,0.277438
1,142.248,319,1730,8.2659,0.152709,85986.45,-0.106124
0.993939,79.8085,380,1321,0,0,83530.08,0.0376014
1,61.3121,373,904,0,0,81650.819,0.0953736
1,76.864,397,622,0,0,49528.926,0.0279235
1,47.8927,432,2147,0,0,68019.696,-0.0645839
0.534392,30.9502,340,2217,19.2603,0.300699,66728.74,0.0896172
0.923077,33.7268,413,1910,3.50785,0.201258,64364.398,0.219607
0.916318,38.0518,496,2709,7.01366,0.114155,73214.56,0.122108
0.49711,31.027,313,2053,16.6098,0.426471,80615.654,0.0444486
1,62.9723,345,615,0,0,75971.415,0.0526989
1,74.0741,393,531,0,0,60455.19,-0.122239
1,39.1389,983,4297,0,0,236898.085,-0.120769
0.958621,61.1995,488,1688,3.02133,0.119718,80947,-0.0195696
1,42.7168,550,2714,0,0,139125.8,-0.0388315
0.876923,53.9374,464,1138,3.77856,0.0614035,124540.848,0.0246195
1,48.7567,459,1402,0,0,93097.134,0.0868789
0.983287,84.6024,515,3246,0,0,77447.245,-0.0709353
1,52.7983,417,1908,0,0,140238.768,-0.00825726
0.989247,67.2948,403,3403,3.49691,0.125,82960.371,-0.0529376
1,55.9284,484,1542,0,0.0180723,89077.296,0.155179
0.928571,54.7046,410,1687,0,0,112206.34,-0.0074969
1,31.2207,510,1369,0,0.169118,98763.03,0.0377987
1,60.8643,511,1090,0,0,103651.24,-1.99E-05
